worker_no,exclude,item1,item2,item3,chosen_item,isrepeat,RT
2,0,macadamia,headphones,rudder,macadamia,0,2611
2,0,camera,bowler hat,tea,tea,0,1618
2,0,file,pizza,bumper,pizza,1,2810
2,0,laptop,knob,camera,knob,1,1958
2,0,bumper,tarantula,camera,tarantula,0,1203
2,0,laptop,hopscotch,dice,laptop,0,10882
2,0,file,washcloth,metal detector,washcloth,0,3503
2,0,flagpole,trophy,tiara,flagpole,0,1299
2,0,tarantula,hammer,pizza,tarantula,0,1997
2,0,tiara,headphones,toolbox,toolbox,0,1486
2,0,bucket,turban,canvas,turban,1,4122
2,0,bag,tape measure,trophy,tape measure,1,2689
2,0,pizza,punching bag,tape measure,pizza,0,3706
2,0,coaster,rudder,telegraph,coaster,0,2579
2,0,trigger,hopscotch,bag,bag,1,8125
2,0,trophy,toolbox,turban,turban,1,4642
2,0,punching bag,metal detector,bumper,bumper,0,6047
2,0,bucket,washcloth,tuba,washcloth,0,4287
2,0,toolbox,laptop,metal detector,toolbox,0,6554
2,0,tuba,file,laptop,file,0,7634
2,0,telegraph,file,bowler hat,file,0,2362
2,0,candelabra,macadamia,dice,macadamia,0,1779
2,0,hopscotch,coaster,macadamia,macadamia,1,3794
2,0,music box,bucket,knob,bucket,0,3120
2,0,bag,music box,coaster,bag,0,2277
2,0,furnace,punching bag,drain,drain,0,3272
2,0,bowler hat,tarantula,bench,tarantula,0,3107
2,0,plaster cast,telegraph,punching bag,plaster cast,0,1176
2,0,furnace,music box,camera,furnace,0,1162
2,0,clothes,camera,navel,navel,0,6636
2,0,furnace,candelabra,hopscotch,hopscotch,0,2519
2,0,bumper,tuba,jet,tuba,0,3226
2,0,camera,telegraph,dice,dice,0,1537
2,0,washcloth,tarantula,hopscotch,tarantula,0,92219
2,0,table,laptop,tarantula,tarantula,1,6414
2,0,bucket,tape measure,camera,camera,0,2121
2,0,rudder,furnace,clothes,clothes,0,23002
2,0,camera,turban,bench,turban,1,5563
2,0,tiara,bookshelf,bumper,tiara,0,2073
2,0,hammer,punching bag,bag,bag,0,12368
2,0,bench,rudder,laptop,laptop,1,13020
2,0,tarantula,rudder,bag,tarantula,0,28184
2,0,plaster cast,pizza,washcloth,pizza,0,1362
2,0,metal detector,tuba,music box,metal detector,0,49108
2,0,bowler hat,toolbox,dice,bowler hat,0,2363
2,0,tape measure,plaster cast,trigger,tape measure,0,5628
2,0,table,bumper,rolling pin,table,0,2194
2,0,tea,canvas,washcloth,tea,0,1929
2,0,coaster,tape measure,beaver,beaver,0,50169
2,0,bookshelf,file,camera,camera,0,3245
2,0,macadamia,tiara,trigger,macadamia,0,15232
2,0,tea,chariot,metal detector,tea,0,27482
2,0,bag,toolbox,file,bag,1,5529
2,0,tea,bag,headphones,tea,0,58889
2,0,rudder,music box,tea,tea,0,1277
2,0,telegraph,hammer,bookshelf,telegraph,0,6168
2,0,tape measure,bag,trophy,tape measure,1,1404
2,0,tuba,bookshelf,dice,bookshelf,0,5291
2,0,turban,clothes,bag,turban,0,1594
2,0,canister,jet,bench,jet,0,38598
2,0,pizza,tiara,bench,pizza,0,4798
2,0,rolling pin,knob,punching bag,knob,1,2993
2,0,candelabra,tarantula,jet,tarantula,1,11322
2,0,bookshelf,punching bag,chariot,bookshelf,0,40531
2,0,table,canvas,navel,navel,0,26626
2,0,turban,drain,mistletoe,mistletoe,0,1507
2,0,macadamia,file,flagpole,macadamia,1,3808
2,0,bookshelf,macadamia,washcloth,macadamia,0,1587
2,0,bumper,furnace,tape measure,furnace,0,30146
2,0,headphones,mistletoe,washcloth,mistletoe,0,1514
2,0,dice,knob,rudder,dice,0,7690
2,0,beaver,navel,pizza,pizza,0,1688
2,0,navel,turban,plaster cast,navel,0,2290
2,0,hopscotch,plaster cast,coaster,hopscotch,0,4566
2,0,jet,chariot,tiara,jet,0,1221
2,0,knob,canvas,toolbox,toolbox,0,2320
2,0,knob,furnace,trigger,trigger,0,1445
2,0,washcloth,tiara,navel,navel,0,21194
2,0,knob,beaver,drain,beaver,0,1994
2,0,pizza,beaver,telegraph,beaver,0,6640
2,0,tape measure,rudder,doormat,doormat,0,3156
2,0,file,knob,tarantula,tarantula,0,5738
2,0,laptop,beaver,jet,beaver,0,2105
2,0,trigger,coaster,canister,trigger,0,11819
2,0,candelabra,beaver,clothes,beaver,0,4409
2,0,bowler hat,rudder,tiara,rudder,0,1219
2,0,pizza,candelabra,headphones,pizza,0,66026
2,0,metal detector,tiara,beaver,beaver,0,4024
2,0,flagpole,file,macadamia,macadamia,1,1795
2,0,metal detector,canvas,clothes,metal detector,0,3148
2,0,coaster,tuba,tarantula,tarantula,1,2756
2,0,bucket,hopscotch,chariot,hopscotch,0,1047
2,0,toolbox,navel,bookshelf,navel,0,4176
2,0,jet,pizza,toolbox,pizza,0,1621
2,0,pizza,table,turban,pizza,0,1698
2,0,navel,rolling pin,bucket,navel,0,1538
2,0,bumper,mistletoe,coaster,mistletoe,0,3730
2,0,laptop,tea,punching bag,tea,0,1836
2,0,tuba,camera,plaster cast,plaster cast,1,4840
2,0,hammer,table,coaster,coaster,0,1834
2,0,plaster cast,chariot,toolbox,toolbox,0,1642
2,0,coaster,pizza,camera,pizza,0,1657
2,0,trophy,furnace,pizza,pizza,0,1784
2,0,knob,tiara,turban,turban,0,1627
2,0,trigger,jet,canvas,canvas,0,3993
2,0,laptop,turban,telegraph,turban,0,8419
2,0,washcloth,drain,pizza,pizza,0,1922
2,0,plaster cast,doormat,bumper,bumper,0,4708
2,0,table,tape measure,candelabra,tape measure,0,1114
2,0,dice,file,tea,file,0,3489
2,0,knob,tape measure,bookshelf,knob,0,1483
2,0,telegraph,jet,knob,jet,0,3490
2,0,rolling pin,tuba,toolbox,tuba,0,3678
2,0,rolling pin,tea,pizza,pizza,0,1130
2,0,flagpole,drain,plaster cast,plaster cast,0,3603
2,0,canister,bucket,macadamia,macadamia,0,2180
2,0,tiara,punching bag,table,punching bag,0,4026
2,0,chariot,bumper,bag,bag,0,1784
2,0,hopscotch,table,rudder,hopscotch,0,4467
2,0,drain,trigger,rolling pin,drain,0,2584
2,0,beaver,trigger,bucket,beaver,0,1371
2,0,hopscotch,bench,rolling pin,hopscotch,0,7421
2,0,file,bag,toolbox,bag,1,1082
2,0,toolbox,mistletoe,tape measure,mistletoe,1,2114
2,0,toolbox,hopscotch,clothes,toolbox,0,2309
2,0,flagpole,hopscotch,pizza,pizza,0,2210
2,0,tea,toolbox,mistletoe,toolbox,0,3567
2,0,turban,music box,candelabra,turban,0,1403
2,0,hammer,candelabra,canvas,hammer,0,4884
2,0,jet,bucket,furnace,furnace,0,2921
2,0,headphones,trigger,flagpole,trigger,0,2601
2,0,knob,headphones,table,headphones,0,9207
2,0,furnace,trigger,washcloth,trigger,1,1195
2,0,headphones,candelabra,telegraph,headphones,0,1916
2,0,tape measure,flagpole,telegraph,tape measure,0,7440
2,0,rudder,metal detector,turban,turban,0,3405
2,0,trigger,tea,bumper,tea,0,2714
2,0,telegraph,bookshelf,bucket,bucket,1,4514
2,0,trophy,knob,metal detector,metal detector,0,2545
2,0,trophy,telegraph,tarantula,tarantula,0,8728
2,0,bowler hat,clothes,doormat,doormat,0,2547
2,0,flagpole,bowler hat,bookshelf,bowler hat,0,2870
2,0,metal detector,flagpole,dice,dice,0,4291
2,0,doormat,trigger,tuba,trigger,1,2410
2,0,punching bag,macadamia,coaster,macadamia,0,2157
2,0,rudder,pizza,canvas,pizza,0,2856
2,0,music box,plaster cast,clothes,music box,1,1306
2,0,table,bench,bucket,bucket,0,1628
2,0,tuba,canister,headphones,canister,0,5587
2,0,bookshelf,rudder,canvas,canvas,0,1368
2,0,rolling pin,knob,punching bag,punching bag,1,3267
2,0,camera,toolbox,table,toolbox,0,27442
2,0,candelabra,chariot,tape measure,tape measure,0,1750
2,0,tuba,chariot,candelabra,chariot,0,2294
2,0,bumper,turban,dice,bumper,0,2164
2,0,rudder,beaver,rolling pin,beaver,0,2665
2,0,toolbox,punching bag,bench,punching bag,0,2087
2,0,canister,bookshelf,mistletoe,mistletoe,0,2967
2,0,canister,canvas,rolling pin,canister,0,3016
2,0,tape measure,bowler hat,hammer,bowler hat,0,3100
2,0,tea,bucket,plaster cast,plaster cast,0,2945
2,0,bowler hat,music box,chariot,chariot,0,2203
2,0,tape measure,bowler hat,turban,tape measure,1,3091
2,0,tuba,table,mistletoe,mistletoe,0,2715
2,0,trophy,macadamia,tuba,macadamia,0,1893
2,0,rolling pin,trigger,bowler hat,trigger,0,4618
2,0,jet,punching bag,turban,turban,0,1620
2,0,washcloth,tape measure,music box,tape measure,0,2238
2,0,tuba,canvas,furnace,furnace,0,4364
2,0,file,pizza,bumper,pizza,1,2578
2,0,headphones,canvas,tape measure,tape measure,0,1914
2,0,canister,dice,clothes,dice,0,2291
2,0,tuba,punching bag,flagpole,flagpole,0,2865
2,0,drain,jet,trophy,jet,0,3805
2,0,tea,tuba,navel,navel,0,2920
2,0,camera,bag,macadamia,macadamia,0,2066
2,0,beaver,chariot,doormat,beaver,0,1619
2,0,bench,bag,canvas,bench,0,3003
2,0,drain,tiara,tea,drain,0,2354
2,0,bucket,mistletoe,bag,mistletoe,0,1864
2,0,coaster,headphones,clothes,coaster,0,12729
2,0,drain,clothes,chariot,drain,0,2458
2,0,hammer,beaver,file,beaver,0,1591
2,0,candelabra,plaster cast,knob,plaster cast,0,1371
2,0,navel,telegraph,hopscotch,navel,0,4132
2,0,knob,doormat,mistletoe,doormat,0,4453
2,0,mistletoe,hopscotch,telegraph,hopscotch,0,2139
2,0,laptop,table,canister,canister,0,4262
2,0,file,jet,tape measure,jet,0,2146
2,0,bookshelf,coaster,furnace,coaster,0,1259
2,0,knob,flagpole,clothes,flagpole,0,1978
2,0,bag,canister,telegraph,bag,0,2601
2,0,bumper,bucket,headphones,headphones,0,5581
2,0,drain,bench,dice,dice,0,3218
2,0,music box,doormat,file,doormat,0,2724
2,0,tape measure,bench,metal detector,metal detector,0,1345
2,0,tiara,mistletoe,music box,music box,0,3659
2,0,navel,punching bag,canister,punching bag,0,1602
2,0,knob,hammer,bumper,knob,0,2146
2,0,rudder,plaster cast,rolling pin,plaster cast,1,1924
2,0,tiara,candelabra,laptop,laptop,0,2209
2,0,furnace,washcloth,trigger,trigger,1,2114
2,0,hammer,doormat,bucket,hammer,1,1996
2,0,bookshelf,plaster cast,bench,plaster cast,0,4979
2,0,flagpole,tea,candelabra,flagpole,0,6280
2,0,doormat,navel,macadamia,macadamia,1,3004
2,0,rudder,jet,camera,jet,0,2428
2,0,beaver,bowler hat,washcloth,beaver,0,2235
2,0,bowler hat,bucket,candelabra,bucket,0,1672
2,0,tiara,knob,hopscotch,hopscotch,0,4099
2,0,rolling pin,trophy,mistletoe,rolling pin,0,1926
2,0,tarantula,clothes,mistletoe,tarantula,0,2591
2,0,coaster,metal detector,bowler hat,metal detector,0,3386
2,0,trophy,candelabra,bumper,bumper,0,2449
2,0,telegraph,tarantula,knob,tarantula,0,4523
2,0,dice,coaster,trophy,coaster,0,1689
2,0,doormat,navel,macadamia,macadamia,1,1657
2,0,jet,candelabra,coaster,jet,0,7627
2,0,bag,tuba,furnace,bag,0,1489
2,0,jet,metal detector,macadamia,macadamia,0,3552
2,0,bag,flagpole,table,bag,0,1698
2,0,canvas,doormat,tiara,doormat,0,992
2,0,tea,bench,telegraph,tea,0,3963
2,0,beaver,mistletoe,plaster cast,beaver,0,3101
2,0,chariot,pizza,camera,pizza,0,10379
2,0,bucket,punching bag,file,punching bag,0,4570
2,0,metal detector,hopscotch,hammer,hammer,0,1851
2,0,turban,bumper,flagpole,bumper,1,5648
2,0,furnace,turban,chariot,turban,0,1891
2,0,doormat,table,flagpole,doormat,0,2947
2,0,chariot,table,tea,tea,0,1179
2,0,bag,beaver,tarantula,bag,0,1082
2,0,jet,beaver,tea,beaver,0,2088
2,0,tuba,drain,tape measure,tuba,0,2428
2,0,washcloth,canister,laptop,laptop,0,2738
2,0,tiara,camera,rolling pin,tiara,0,7107
2,0,coaster,navel,bench,navel,0,3586
2,0,beaver,laptop,trophy,beaver,0,1499
2,0,doormat,trophy,tea,tea,0,3478
2,0,tarantula,macadamia,tea,tarantula,0,2512
2,0,camera,metal detector,trigger,trigger,1,2077
2,0,music box,laptop,headphones,music box,0,2034
2,0,doormat,jet,dice,jet,0,4817
2,0,bowler hat,tape measure,turban,tape measure,1,3196
2,0,bucket,tiara,dice,bucket,0,1515
2,0,hopscotch,trigger,bag,bag,1,2475
2,0,drain,music box,navel,drain,0,3457
2,0,trigger,rudder,punching bag,rudder,0,2850
2,0,furnace,beaver,canister,beaver,0,2689
2,0,bench,trigger,trophy,trigger,0,3137
2,0,music box,dice,table,music box,0,2804
2,0,washcloth,coaster,flagpole,flagpole,0,3274
2,0,turban,toolbox,trophy,turban,1,4522
2,0,bench,candelabra,doormat,doormat,0,2660
2,0,doormat,navel,toolbox,navel,0,5169
2,0,bookshelf,metal detector,navel,navel,0,1186
2,0,furnace,tarantula,plaster cast,tarantula,0,7297
2,0,file,table,clothes,clothes,0,2905
2,0,hopscotch,bumper,canister,bumper,0,3666
2,0,camera,turban,bench,bench,1,2970
2,0,canvas,flagpole,chariot,chariot,0,2153
2,0,tiara,hammer,canister,hammer,0,2483
2,0,metal detector,candelabra,rolling pin,candelabra,0,1624
2,0,bucket,clothes,pizza,pizza,0,2226
2,0,pizza,tuba,telegraph,pizza,0,1402
2,0,bowler hat,jet,headphones,jet,0,2072
2,0,canister,tape measure,table,canister,0,10341
2,0,bowler hat,punching bag,clothes,punching bag,0,7596
2,0,hopscotch,music box,macadamia,macadamia,0,16705
2,0,tape measure,tiara,tarantula,tarantula,0,4266
2,0,rudder,chariot,coaster,chariot,0,1018
2,0,bucket,trophy,rudder,rudder,0,1579
2,0,drain,pizza,doormat,pizza,0,3009
2,0,music box,flagpole,beaver,beaver,0,1569
2,0,hammer,bench,chariot,chariot,0,1898
2,0,furnace,trophy,headphones,trophy,1,1931
2,0,headphones,bookshelf,navel,navel,0,2719
2,0,clothes,tape measure,laptop,tape measure,0,3172
2,0,flagpole,mistletoe,hammer,mistletoe,0,3057
2,0,turban,tea,canister,turban,0,929
2,0,table,trophy,bowler hat,trophy,0,3026
2,0,beaver,punching bag,dice,beaver,0,1668
2,0,trigger,candelabra,navel,navel,0,3169
2,0,laptop,rolling pin,flagpole,flagpole,0,1784
2,0,knob,coaster,tea,knob,0,4800
2,0,macadamia,bowler hat,plaster cast,macadamia,0,5648
2,0,washcloth,jet,clothes,jet,0,2378
2,0,tape measure,tea,hopscotch,tea,0,5981
2,0,bookshelf,beaver,turban,beaver,0,1418
2,0,file,furnace,navel,navel,0,3970
2,0,laptop,hammer,jet,jet,0,4352
2,0,canvas,bucket,turban,bucket,1,1376
2,0,mistletoe,flagpole,jet,mistletoe,0,1556
2,0,candelabra,punching bag,washcloth,punching bag,0,1699
2,0,furnace,hammer,tea,tea,0,2617
2,0,toolbox,coaster,bucket,coaster,0,1531
2,0,tea,clothes,bookshelf,tea,0,3280
2,0,metal detector,canister,bowler hat,metal detector,0,2738
2,0,bag,dice,washcloth,dice,0,2747
2,0,bookshelf,pizza,doormat,pizza,0,1818
2,0,headphones,tarantula,rolling pin,tarantula,0,3259
2,0,washcloth,toolbox,doormat,toolbox,0,5043
2,0,beaver,macadamia,table,beaver,0,1945
2,0,chariot,file,trigger,chariot,0,5458
2,0,rudder,bench,laptop,laptop,1,1817
2,0,hammer,turban,macadamia,macadamia,0,2634
2,0,trigger,bumper,music box,trigger,0,803
2,0,trigger,metal detector,camera,trigger,1,2463
2,0,macadamia,tape measure,rolling pin,macadamia,0,2145
2,0,plaster cast,table,jet,jet,0,2495
2,0,telegraph,drain,macadamia,drain,0,3644
2,0,music box,pizza,canister,pizza,1,1990
2,0,pizza,dice,trigger,pizza,0,1681
2,0,canister,music box,pizza,pizza,1,3263
2,0,drain,metal detector,bag,metal detector,0,2552
2,0,telegraph,toolbox,music box,toolbox,0,1357
2,0,plaster cast,file,canvas,plaster cast,0,2289
2,0,pizza,bag,bowler hat,pizza,0,2090
2,0,turban,file,headphones,file,0,1106
2,0,music box,rolling pin,bookshelf,bookshelf,0,2546
3,0,mistletoe,tuba,clothes,tuba,0,5672
3,0,bookshelf,file,furnace,bookshelf,0,2624
3,0,drain,music box,rolling pin,drain,0,2288
3,0,tape measure,flagpole,tuba,tuba,0,3169
3,0,canister,hopscotch,doormat,canister,0,2377
3,0,coaster,navel,bowler hat,coaster,0,2692
3,0,file,rolling pin,clothes,clothes,0,1775
3,0,hopscotch,pizza,drain,pizza,0,1679
3,0,camera,laptop,plaster cast,plaster cast,1,1797
3,0,bench,telegraph,hammer,bench,0,3228
3,0,washcloth,punching bag,hopscotch,hopscotch,0,4877
3,0,pizza,bench,punching bag,pizza,1,2106
3,0,macadamia,music box,beaver,music box,1,3204
3,0,canister,music box,chariot,chariot,0,3137
3,0,trophy,rolling pin,flagpole,rolling pin,0,3872
3,0,drain,washcloth,plaster cast,drain,0,1634
3,0,knob,washcloth,bag,washcloth,0,3611
3,0,bucket,coaster,tea,coaster,0,1742
3,0,tape measure,camera,coaster,tape measure,1,1570
3,0,turban,pizza,headphones,pizza,0,3156
3,0,washcloth,canvas,bench,bench,1,1868
3,0,rudder,jet,bag,jet,1,5123
3,0,bowler hat,tuba,plaster cast,tuba,0,2238
3,0,hopscotch,rudder,knob,hopscotch,0,4258
3,0,chariot,toolbox,rudder,chariot,1,10075
3,0,trophy,bucket,bumper,trophy,0,5155
3,0,table,bench,bag,bag,0,7265
3,0,bag,bucket,drain,bag,0,2445
3,0,beaver,file,pizza,beaver,0,3795
3,0,washcloth,canister,pizza,pizza,0,2040
3,0,bag,headphones,bumper,bumper,0,3572
3,0,bucket,navel,telegraph,navel,0,4088
3,0,pizza,macadamia,bucket,bucket,0,1533
3,0,hammer,music box,laptop,hammer,0,3052
3,0,bumper,navel,file,navel,0,3183
3,0,coaster,plaster cast,beaver,beaver,0,1057
3,0,tuba,hammer,jet,jet,0,2080
3,0,flagpole,tape measure,table,tape measure,0,2120
3,0,furnace,jet,bumper,jet,1,3040
3,0,furnace,macadamia,candelabra,macadamia,0,2862
3,0,headphones,bench,mistletoe,headphones,0,1609
3,0,bowler hat,clothes,headphones,clothes,0,2916
3,0,hammer,table,doormat,hammer,0,2503
3,0,dice,macadamia,tarantula,tarantula,0,1617
3,0,jet,candelabra,bookshelf,jet,0,2244
3,0,tarantula,hopscotch,dice,tarantula,0,1232
3,0,drain,jet,bench,jet,0,2641
3,0,mistletoe,laptop,knob,laptop,0,1520
3,0,telegraph,trigger,dice,telegraph,0,2851
3,0,plaster cast,toolbox,canvas,plaster cast,0,3957
3,0,turban,rudder,clothes,rudder,0,1344
3,0,file,tea,tiara,tea,0,3885
3,0,turban,chariot,washcloth,chariot,0,3226
3,0,clothes,punching bag,dice,dice,0,3184
3,0,bookshelf,toolbox,doormat,toolbox,1,3322
3,0,bowler hat,rolling pin,tea,bowler hat,0,2072
3,0,laptop,washcloth,rolling pin,laptop,0,2686
3,0,hopscotch,tape measure,rolling pin,hopscotch,0,7234
3,0,bench,hopscotch,bucket,hopscotch,0,2330
3,0,file,plaster cast,hammer,plaster cast,0,2921
3,0,furnace,tarantula,tape measure,tarantula,0,3673
3,0,toolbox,candelabra,hopscotch,hopscotch,1,1202
3,0,coaster,bookshelf,bag,bookshelf,0,2003
3,0,drain,hammer,bookshelf,drain,0,1707
3,0,knob,pizza,camera,pizza,1,2364
3,0,candelabra,bag,punching bag,candelabra,0,4428
3,0,laptop,chariot,macadamia,chariot,0,4168
3,0,clothes,metal detector,candelabra,candelabra,0,5391
3,0,toolbox,clothes,coaster,clothes,0,3091
3,0,trigger,navel,hopscotch,navel,0,2291
3,0,jet,file,knob,jet,0,1348
3,0,bumper,hammer,tea,tea,0,1371
3,0,rudder,doormat,tuba,doormat,0,2349
3,0,clothes,bookshelf,laptop,bookshelf,0,15277
3,0,laptop,jet,coaster,jet,0,3092
3,0,metal detector,drain,doormat,metal detector,0,1052
3,0,jet,punching bag,tiara,jet,1,2817
3,0,rudder,bag,jet,jet,1,1400
3,0,bumper,clothes,bench,clothes,1,4184
3,0,tea,mistletoe,bookshelf,mistletoe,0,2400
3,0,candelabra,mistletoe,telegraph,telegraph,0,2666
3,0,headphones,tarantula,tea,tarantula,0,3017
3,0,music box,macadamia,beaver,beaver,1,1407
3,0,coaster,flagpole,tarantula,tarantula,0,1838
3,0,camera,laptop,plaster cast,plaster cast,1,1012
3,0,bench,bag,plaster cast,bench,0,2775
3,0,chariot,bucket,mistletoe,chariot,0,1693
3,0,bookshelf,navel,tiara,navel,0,2814
3,0,bowler hat,turban,telegraph,telegraph,0,1744
3,0,tea,candelabra,drain,drain,0,1234
3,0,bookshelf,drain,candelabra,drain,1,2545
3,0,knob,plaster cast,clothes,knob,0,1725
3,0,tape measure,file,headphones,headphones,0,1826
3,0,hopscotch,dice,file,hopscotch,0,1510
3,0,trophy,drain,macadamia,drain,0,1559
3,0,tarantula,tuba,bumper,tarantula,1,3330
3,0,bucket,dice,music box,bucket,0,1640
3,0,toolbox,hopscotch,candelabra,hopscotch,1,7219
3,0,table,punching bag,coaster,punching bag,0,1792
3,0,music box,tarantula,trigger,tarantula,0,5040
3,0,tea,washcloth,metal detector,metal detector,0,1831
3,0,knob,furnace,telegraph,furnace,0,3330
3,0,knob,pizza,camera,pizza,1,4647
3,0,tiara,beaver,coaster,beaver,0,1938
3,0,metal detector,plaster cast,macadamia,macadamia,0,2385
3,0,hopscotch,canister,toolbox,hopscotch,0,6995
3,0,navel,laptop,rolling pin,navel,0,1851
3,0,rolling pin,jet,trigger,jet,0,2568
3,0,chariot,trophy,beaver,trophy,0,1795
3,0,file,trophy,bowler hat,trophy,0,1533
3,0,navel,tuba,tape measure,navel,1,2950
3,0,rudder,canister,bowler hat,bowler hat,0,1596
3,0,turban,candelabra,bench,turban,0,1456
3,0,knob,doormat,trophy,knob,0,7564
3,0,pizza,furnace,laptop,pizza,0,5569
3,0,tea,beaver,bucket,beaver,0,3352
3,0,bookshelf,tape measure,beaver,beaver,0,2997
3,0,knob,headphones,chariot,chariot,0,1632
3,0,turban,toolbox,file,turban,0,934
3,0,jet,canister,bucket,jet,0,1689
3,0,bookshelf,punching bag,telegraph,telegraph,0,2991
3,0,bench,clothes,bumper,clothes,1,2257
3,0,navel,doormat,dice,navel,0,5678
3,0,hammer,canister,candelabra,candelabra,0,1947
3,0,trigger,flagpole,bucket,flagpole,0,1322
3,0,headphones,canvas,laptop,canvas,0,1154
3,0,washcloth,coaster,trigger,trigger,0,10186
3,0,jet,plaster cast,tea,jet,0,2244
3,0,flagpole,washcloth,doormat,flagpole,0,1610
3,0,mistletoe,bumper,punching bag,mistletoe,0,1259
3,0,tea,bag,turban,tea,0,4310
3,0,bookshelf,tuba,music box,bookshelf,0,3289
3,0,tape measure,pizza,bumper,pizza,0,2132
3,0,rudder,tarantula,telegraph,tarantula,0,3899
3,0,pizza,chariot,candelabra,pizza,0,1102
3,0,tarantula,mistletoe,hammer,tarantula,0,1158
3,0,bucket,camera,doormat,doormat,0,1358
3,0,flagpole,furnace,bag,bag,0,1832
3,0,washcloth,bench,canvas,canvas,1,2441
3,0,canvas,punching bag,tarantula,tarantula,0,3264
3,0,rolling pin,canvas,candelabra,canvas,0,3163
3,0,trophy,canvas,camera,trophy,0,1135
3,0,bag,navel,bowler hat,navel,0,1897
3,0,toolbox,tea,tape measure,tea,0,2223
3,0,jet,mistletoe,macadamia,jet,0,938
3,0,knob,music box,bench,knob,0,1932
3,0,coaster,plaster cast,mistletoe,plaster cast,0,1692
3,0,coaster,canvas,hammer,canvas,0,3473
3,0,washcloth,bucket,tape measure,washcloth,0,1866
3,0,furnace,table,rudder,table,0,2430
3,0,camera,canister,tarantula,tarantula,0,1535
3,0,bench,camera,rolling pin,bench,0,1988
3,0,rudder,music box,laptop,rudder,0,1786
3,0,trigger,rudder,tea,tea,1,2639
3,0,rudder,bumper,drain,drain,0,5706
3,0,rolling pin,tuba,pizza,pizza,0,1513
3,0,rudder,dice,beaver,beaver,0,3294
3,0,bag,tiara,canvas,canvas,0,930
3,0,tiara,canister,trigger,canister,0,1273
3,0,bucket,pizza,rolling pin,bucket,1,2722
3,0,canvas,bowler hat,metal detector,canvas,0,2882
3,0,metal detector,camera,mistletoe,metal detector,0,1491
3,0,tiara,punching bag,jet,jet,1,1623
3,0,dice,headphones,hammer,dice,0,2403
3,0,trigger,tuba,file,tuba,0,2865
3,0,tuba,tiara,headphones,tuba,1,1791
3,0,jet,telegraph,doormat,jet,0,3549
3,0,hopscotch,turban,laptop,hopscotch,0,5123
3,0,chariot,canvas,tape measure,chariot,0,2307
3,0,music box,tape measure,bag,bag,0,2606
3,0,telegraph,bag,pizza,pizza,1,4480
3,0,tiara,headphones,tuba,tuba,1,2967
3,0,knob,bucket,rolling pin,bucket,1,1035
